82866, 18431
97611, 3685
113138, 11842
82362, 18934
93227, 8069
113997, 12700
100657, 640
82869, 18428
91317, 9979
116465, 15169
108275, 6978
99868, 1429
114439, 13143
93007, 8289
103414, 2118
107635, 6338
113281, 11985
81069, 20227
97989, 3307
88190, 13106
94460, 6836
92620, 8677
106152, 4855
99757, 1539
108658, 7362
109125, 7829
89042, 12255
94185, 7111
109383, 8086
89371, 11925
91099, 10197
93362, 7934
83015, 18282
93685, 7611
92989, 8308
107477, 6181
123619, 22323
96376, 4921
91497, 9800
105595, 4298
75530, 25767
86127, 15170
106336, 5040
99710, 1586
92394, 8903
88683, 12613
105994, 4697
105124, 3828
108445, 7148
90104, 11193
92663, 8633
99145, 2152
85290, 16007
108923, 7627
105128, 3832
86113, 15184
105390, 4094
90878, 10419
77025, 24271
103432, 2136
110397, 9100
94620, 6676
85245, 16052
90083, 11214
92039, 9257
105550, 4254
85578, 15719
110445, 9148
97031, 4266
94590, 6706
105545, 4249
95271, 6026
90361, 10936
113133, 11836
111612, 10316
92320, 8977
118652, 17355
105981, 4684
104361, 3064
93163, 8133
86505, 14791
109237, 7940
100884, 412
94428, 6869
97578, 3719
111534, 10237
111407, 10111
85798, 15499
101998, 702
99678, 1619
98081, 3215
106227, 4930
95205, 6091
104196, 2900
92719, 8578
98595, 2701
102932, 1635
76363, 24933
109319, 8022
81953, 19344
97161, 4136
105063, 3766
111921, 10625
102242, 945
82992, 18305
74055, 27241
114025, 12729
110430, 9134
95708, 5589
114168, 12871
114487, 13190
114830, 13533
106864, 5568
105554, 4257
116085, 14788
111771, 10474
81595, 19701
104901, 3604
88981, 12316
88123, 13173
89985, 11312
93348, 7949
103571, 2275
109244, 7948
92594, 8703
95045, 6252
103603, 2306
116834, 15538
101941, 645
112126, 10830
104112, 2815
78744, 22552
118805, 17508
119273, 17976
103728, 2432
112994, 11697
107599, 6303
111169, 9873
109776, 8479
92909, 8388
108711, 7414
111732, 10436
93072, 8224
114502, 13205
73818, 27478
95689, 5607
103303, 2007
108689, 7392
105946, 4650
96008, 5289
79608, 21688
72993, 28304
101711, 414
104785, 3489
104248, 2951
107421, 6125
110614, 9318
109136, 7840
93435, 7861
98616, 2681
116742, 15446
91834, 9463
103354, 2058
107181, 5885
93055, 8242
98599, 2697
94542, 6754
101912, 616
106389, 5092
108428, 7131
107306, 6009
104033, 2736
75977, 25319
89116, 12181
87628, 13669
103027, 1730
87078, 14218
89660, 11636
108186, 6889
91258, 10039
118951, 17654
100264, 1032
90486, 10811
108967, 7671
94352, 6945
114248, 12951
91045, 10251
98947, 2349
84915, 16382
88385, 12911
70112, 31185
95761, 5536
93730, 7567
111425, 10129
93955, 7342
104995, 3699
104911, 3614
87538, 13759
101089, 207
91365, 9931
98018, 3278
77590, 23707
97850, 3446
89709, 11587
80296, 21000
110274, 8978
116179, 14882
108494, 7198
90508, 10789
104513, 3216
88764, 12533
85656, 15640
112962, 11665
102596, 1299
114836, 13540
95689, 5608
96094, 5203
86665, 14632
71894, 29403
106945, 5648
113432, 12136
99625, 1672
106096, 4800
100730, 566
115956, 14659
102685, 1388
114189, 12892
82652, 18645
81645, 19652
100875, 421
111798, 10501
97563, 3733
107279, 5983
85945, 15351
111516, 10220
93209, 8088
100260, 1037
83567, 17729
92170, 9126
90156, 11140
112469, 11173
101321, 25
88437, 12860
73756, 27541
102818, 1522
82522, 18775
81196, 20101
82641, 18655
92840, 8456
105381, 4084
86701, 14595
95058, 6239
103664, 2367
120536, 19239
97242, 4054
100762, 534
87834, 13463
119183, 17887
98551, 2746
103866, 2569
92945, 8351
104106, 2809
102858, 1561
89738, 11559
80550, 20747
79711, 21585
99564, 1733
100507, 790
105667, 4370
95517, 5780
111020, 9724
98224, 3072
110930, 9633
101761, 465
99710, 1586
103107, 1810
107122, 5826
108677, 7381
96664, 4632
110532, 9236
113644, 12348
102521, 1224
109014, 7717
81827, 19470
115506, 14209
80735, 20561
103453, 2157
102104, 808
85525, 15772
88720, 12577
98515, 2781
99877, 1420
108191, 6895
110062, 8765
94412, 6885
78745, 22551
93763, 7533
95571, 5725
99705, 1592
100269, 1027
101782, 485
117309, 16012
100502, 794
107646, 6349
99434, 1862
94024, 7273
109633, 8337
99323, 1974
110499, 9202
106997, 5700
116024, 14727
84430, 16867
104787, 3490
92801, 8495
96367, 4929
106803, 5507
117680, 16383
85978, 15319
82604, 18693
67620, 33676
106603, 5306
112358, 11062
108929, 7632
98417, 2879
85944, 15352
109885, 8589
90863, 10433
105618, 4322
102543, 1247
97337, 3959
98308, 2989
83811, 17486
110419, 9122
101675, 379
107781, 6484
103407, 2110
93906, 7390
94153, 7144
101697, 400
104407, 3110
109613, 8316
102136, 839
103722, 2426
98124, 3172
92129, 9168
109044, 7747
91493, 9804
84687, 16609
110317, 9020
81409, 19887
109302, 8005
121492, 20195
91984, 9312
107564, 6267
85532, 15765
109632, 8336
100141, 1156
82949, 18347
102517, 1221
93618, 7679
98925, 2371
74611, 26685
85505, 15791
122201, 20904
103527, 2230
97939, 3357
104539, 3243
107508, 6212
92687, 8610
80466, 20831
95969, 5327
89265, 12032
106740, 5443
99439, 1857
92111, 9186
99066, 2231
102274, 977
117354, 16057
97908, 3389
101487, 191
75007, 26289
100443, 853
95975, 5321
86600, 14697
104478, 3182
93548, 7749
113593, 12296
97650, 3647
90060, 11236
95959, 5338
107262, 5965
91656, 9640
96936, 4361
102781, 1484
82734, 18563
103583, 2287
109413, 8116
108010, 6713
89301, 11996
112285, 10989
89140, 12157
81118, 20178
108389, 7092
111900, 10604
117243, 15947
91209, 10087
108739, 7443
108399, 7103
74857, 26439
96925, 4371
98342, 2955
92048, 9248
84428, 16869
85971, 15326
98648, 2648
118814, 17517
87170, 14127
83617, 17679
105819, 4522
79663, 21634
108823, 7526
112278, 10981
90187, 11110
108808, 7511
109810, 8513
99105, 2191
102489, 1193
93850, 7447
80843, 20453
108713, 7416
90699, 10598
111997, 10700
91775, 9521
103548, 2251
113984, 12687
103399, 2102
108644, 7348
94926, 6370
69316, 31981
108920, 7624
115933, 14636
88350, 12947
108119, 6823
106407, 5111
119727, 18430
111341, 10044
100137, 1160
100625, 671
71177, 30119
112163, 10867
74474, 26823
97954, 3342
105015, 3719
99021, 2275
100802, 494
110737, 9440
87580, 13716
84733, 16564
84343, 16953
106368, 5072
91285, 10012
106455, 5158
95758, 5539
114306, 13009
96382, 4915
107247, 5950
102711, 1414
85756, 15541
99667, 1629
84089, 17207
110051, 8754
91311, 9985
93742, 7555
115453, 14156
119990, 18693
104967, 3671
116941, 15644
110165, 8869
79701, 21595
107031, 5734
113088, 11792
103756, 2459
96700, 4597
97980, 3317
94792, 6504
111962, 10665
104049, 2753
99527, 1770
102533, 1237
94651, 6646
93585, 7712
109829, 8533
95072, 6225
116417, 15120
99829, 1468
104190, 2893
108968, 7672
96111, 5186
95541, 5755
101505, 208
105814, 4517
103344, 2047
104014, 2718
108269, 6973
94834, 6463
109656, 8359
97098, 4199
91559, 9737
106522, 5226
106143, 4846
111510, 10213
108770, 7473
97065, 4232
98292, 3005
96642, 4654
111662, 10366
91390, 9906
115369, 14073
98870, 2427
99876, 1421
100351, 946
115927, 14630
93919, 7378
99705, 1591
81020, 20277
109973, 8676
107656, 6359
102626, 1329
105125, 3828
89639, 11658
81155, 20142
109175, 7878
107664, 6367
115339, 14043
99184, 2112
91045, 10252
91005, 10292
86905, 14392
98666, 2631
110139, 8843
99770, 1526
101915, 618
104130, 2833
93926, 7371
118576, 17280
109330, 8033
90125, 11172
103531, 2235
97889, 3408
102937, 1641
114321, 13024
101341, 44
95583, 5714
83418, 17878
105889, 4592
109678, 8381
97400, 3897
88220, 13077
117105, 15809
92459, 8837
109627, 8331
82787, 18510
98537, 2759
103974, 2678
104407, 3111
116407, 15111
120298, 19001
113769, 12472
102695, 1398
87930, 13367
96218, 5078
90795, 10502
106090, 4793
110771, 9474
118040, 16744
81127, 20170
96735, 4561
84979, 16317
100345, 952
83389, 17908
102089, 792
105996, 4700
112716, 11420
93060, 8237
